# Daily average weather data retrieved from meteoblue
# https://www.meteoblue.com/en/historyplus
#
date,wave,period,wind
20071226T0700,0.2,3.8,12.606541
20071226T0800,0.3,3.8,13.0501995
20071226T0900,0.3,4,13.973134
20071226T1000,0.3,4.1,15.932052
20071226T1100,0.4,4.1,17.040287
20071226T1200,0.4,4,17.234894
20071226T1300,0.4,3.9,16.624634
20071226T1400,0.4,3.5,14.654404
20071226T1500,0.3,3.3,12.176496
20071226T1600,0.3,3.2,11.101972
20071226T1700,0.2,3.2,10.253206
20071226T1800,0.2,3.3,9.542683
20071226T1900,0.2,3.3,9.550277
20071226T2000,0.2,3.4,9.39336
20071226T2100,0.2,3.4,9.190489
20071226T2200,0.2,3.5,8.737554
20071226T2300,0.2,3.6,8.670917
20071227T0000,0.2,3.5,8.999165
20071227T0100,0.2,3.5,8.966881
20071227T0200,0.2,3.6,9.346933
20071227T0300,0.2,3.6,9.527474
20071227T0400,0.2,3.6,9.727045
20071227T0500,0.2,3.7,10.107207
20071227T0600,0.3,4.1,13.248693
20071227T0700,0.3,4.3,13.204842
20071227T0800,0.3,4.5,14.291213
20071227T0900,0.4,4.8,16.184885
20071227T1000,0.4,5.1,18.08874
20071227T1100,0.5,5.2,19.073965
20071227T1200,0.6,5.1,19.513628
20071227T1300,0.6,4.9,18.75582
20071227T1400,0.5,4.6,17.031776
20071227T1500,0.5,4.3,15.6867
20071227T1600,0.4,4.2,14.894856
20071227T1700,0.4,4.2,14.109965
20071227T1800,0.4,4.2,13.333246
20071227T1900,0.4,4.2,12.571987
20071227T2000,0.4,4.3,12.032743
20071227T2100,0.4,4.3,11.581412
20071227T2200,0.4,4.3,11.360191
20071227T2300,0.4,4.4,12.560447
20071228T0000,0.4,4.4,13.300579
20071228T0100,0.4,4.4,12.994526
20071228T0200,0.4,4.4,12.247738
20071228T0300,0.4,4.4,12.101838
20071228T0400,0.4,4.5,11.730696
20071228T0500,0.4,4.9,14.809429
20071228T0600,0.4,5.4,16.591894
20071228T0700,0.5,5.4,16.75496
20071228T0800,0.5,5.4,16.95498
20071228T0900,0.5,5.4,17.139982
20071228T1000,0.5,5.4,17.901392
20071228T1100,0.5,5.3,17.516546
20071228T1200,0.5,5.1,16.565655
20071228T1300,0.5,4.7,15.23178
20071228T1400,0.4,4.1,13.333246
20071228T1500,0.4,3.9,12.191373
20071228T1600,0.3,3.9,11.23505
20071228T1700,0.3,3.9,10.2885
20071228T1800,0.3,4,9.712126
20071228T1900,0.3,4,9.712126
20071228T2000,0.3,3.9,9.907977
20071228T2100,0.2,3.9,9.727045
20071228T2200,0.2,4,8.999165
20071228T2300,0.2,3.9,8.620603
20071229T0000,0.2,3.8,8.077871
20071229T0100,0.2,3.8,7.544153
20071229T0200,0.2,3.7,6.573532
20071229T0300,0.2,3.7,4.9430003
20071229T0400,0.2,3.7,2.554447
20071229T0500,0.2,3.5,1.0770495
20071229T0600,0.2,3.4,3.510752
20071229T0700,0.2,3.4,6.880694
20071229T0800,0.2,3.4,8.68345
20071229T0900,0.2,3.5,10.390179
20071229T1000,0.2,3.7,11.205974
20071229T1100,0.2,3.8,12.068843
20071229T1200,0.2,3.8,12.447379
20071229T1300,0.2,3.6,12.447379
20071229T1400,0.2,3.2,11.101972
20071229T1500,0.2,3.1,8.832462
20071229T1600,0.2,3.2,7.4862685
20071229T1700,0.2,3.2,6.7315593
20071229T1800,0.1,3.3,6.1988854
20071229T1900,0.1,3.3,5.6800957
20071229T2000,0.1,3.3,5.058981
20071229T2100,0.1,3.3,4.101282
20071229T2200,0.1,3.5,1.9039725
20071229T2300,0.1,3.4,1.3463118
20071230T0000,0.1,3.4,4.110111
20071230T0100,0.1,3.4,6.666623
20071230T0200,0.1,3.3,7.7010922
20071230T0300,0.1,3.3,7.715201
20071230T0400,0.1,3,6.8648705
20071230T0500,0.1,3,5.20032
20071230T0600,0.1,3,4.7024655
20071230T0700,0.1,3,1.9416785
20071230T0800,0.1,2.7,3.4271505
20071230T0900,0.1,2.8,5.385247
20071230T1000,0.1,2.5,5.20032
20071230T1100,0.1,2.5,6.1988854
20071230T1200,0.1,2.6,7.275069
20071230T1300,0.1,2.6,7.85028
20071230T1400,0.1,2.6,8.294854
20071230T1500,0.1,2.7,8.176004
20071230T1600,0.1,2.7,8.360152
20071230T1700,0.1,2.8,8.149358
20071230T1800,0.1,2.8,7.539346
20071230T1900,0.1,2.9,6.467904
20071230T2000,0.1,3,6.467904
20071230T2100,0.1,3,5.491896
20071230T2200,0.1,3.3,3.592408
20071230T2300,0.1,3.2,2.8622983
20071231T0000,0.1,3.2,1.3463118
20071231T0100,0.1,3.2,2.745948
20071231T0200,0.1,3.2,5.115985
20071231T0300,0.1,3.1,7.275069
20071231T0400,0.1,2.7,7.290003
20071231T0500,0.1,2.7,7.0059977
20071231T0600,0.1,2.7,7.047271
20071231T0700,0.1,2.6,6.3032703
20071231T0800,0.1,2.5,5.310684
20071231T0900,0.1,2.4,5.14425
20071231T1000,0.1,2.5,6.2802234
20071231T1100,0.1,2.4,6.074836
20071231T1200,0.1,2.3,6.193034
20071231T1300,0.1,2.3,6.285993
20071231T1400,0.1,2.3,6.747696
20071231T1500,0.1,2.3,7.245109
20071231T1600,0.1,2.2,8.068892
20071231T1700,0.1,2.2,7.5824976
20071231T1800,0.1,2.2,5.9481997
20071231T1900,0.1,2.3,4.6090293
20071231T2000,0.1,2.3,3.4482408
20071231T2100,0.1,2.3,3.592408
20071231T2200,0,2.4,5.445494
20071231T2300,0,2.4,6.507019
20080101T0000,0,2.4,6.1988854
20080101T0100,0,2.4,6.854301
20080101T0200,0,2.4,6.8648705
20080101T0300,0,2.4,6.8648705
20080101T0400,0.1,2,6.1046004
20080101T0500,0.1,2,6.1046004
20080101T0600,0.1,2,5.762466
20080101T0700,0.1,1.9,5.0085692
20080101T0800,0.1,1.9,2.554447
20080101T0900,0.1,1.8,2.1708624
20080101T1000,0.1,1.8,3.807945
20080101T1100,0.1,1.8,4.51366
20080101T1200,0.1,1.8,4.816712
20080101T1300,0.1,1.8,5.385247
20080101T1400,0.1,1.8,5.5248017
20080101T1500,0.1,1.8,6.0208898
20080101T1600,0.1,1.8,6.9227138
20080101T1700,0.1,1.8,7.270084
20080101T1800,0.1,1.8,7.25011
20080101T1900,0,1.8,6.880694
20080101T2000,0,1.8,6.666623
20080101T2100,0,1.8,6.3032703
20080101T2200,0,1.8,7.275069
20080101T2300,0,1.8,7.0678167
20080102T0000,0,1.8,7.113828
20080102T0100,0,1.8,7.324729
20080102T0200,0,1.8,7.6254034
20080102T0300,0,1.6,7.808608
20080102T0400,0.1,1.7,7.10873
20080102T0500,0.1,1.8,6.573532
20080102T0600,0.1,2,7.349432
20080102T0700,0.1,2.1,8.259818
20080102T0800,0.1,2.1,8.351475
20080102T0900,0.1,2.1,8.032869
20080102T1000,0.1,2.1,7.000822
20080102T1100,0.1,2,5.080432
20080102T1200,0.1,2,3.4271505
20080102T1300,0.1,2,1.6155742
20080102T1400,0.1,2,3.779277
20080102T1500,0.1,2,6.050918
20080102T1600,0.1,2,7.245109
20080102T1700,0.1,2,7.827156
20080102T1800,0.1,1.9,8.386128
20080102T1900,0.1,1.9,8.987072
20080102T2000,0.1,2,8.914171
20080102T2100,0.1,2,8.766548
20080102T2200,0.1,2,8.620603
20080102T2300,0.1,1.9,9.202314
20080103T0000,0.1,1.9,9.561658
20080103T0100,0.1,2,9.995402
20080103T0200,0.1,2,10.504684
20080103T0300,0.1,2.1,10.532256
20080103T0400,0.1,2.4,10.320163
20080103T0500,0.1,2.5,10.532256
20080103T0600,0.2,2.6,11.039757
20080103T0700,0.2,2.7,11.3378315
20080103T0800,0.2,2.8,12.528659
20080103T0900,0.3,2.7,13.8454275
20080103T1000,0.3,2.9,13.522227
20080103T1100,0.3,2.9,11.887256
20080103T1200,0.2,2.8,10.320164
20080103T1300,0.2,2.5,8.502041
20080103T1400,0.1,2.4,5.123066
20080103T1500,0.1,2.4,4.9430003
20080103T1600,0.1,2.3,5.550986
20080103T1700,0.1,2.3,6.795874
20080103T1800,0.1,2.2,7.4862685
20080103T1900,0.1,2.2,8.386128
20080103T2000,0.1,2.1,9.284673
20080103T2100,0,2.1,9.622128
20080103T2200,0,2.1,9.622128
20080103T2300,0,1.8,9.929906
20080104T0000,0.1,1.9,10.983792
20080104T0100,0.1,2.2,12.092848
20080104T0200,0.1,2.3,12.938609
20080104T0300,0.1,2.5,13.414563
20080104T0400,0.1,2.6,13.6794815
20080104T0500,0.2,2.8,14.632125
20080104T0600,0.3,3,17.320917
20080104T0700,0.4,3,17.241205
20080104T0800,0.4,2.9,15.58236
20080104T0900,0.4,2.8,14.73089
20080104T1000,0.3,2.9,12.70108
20080104T1100,0.3,3,11.755392
20080104T1200,0.3,2.9,10.150156
20080104T1300,0.2,2.6,8.514824
20080104T1400,0.2,2.5,4.5774603
20080104T1500,0.1,2.4,6.573532
20080104T1600,0.1,2.2,9.424182
20080104T1700,0.1,2.2,11.875051
20080104T1800,0.1,2.3,12.792087
20080104T1900,0.1,2.3,12.6438675
20080104T2000,0.1,2.1,11.000282
20080104T2100,0.1,2.2,11.325036
20080104T2200,0.1,2.4,12.200289
20080104T2300,0.1,2.5,12.772235
20080105T0000,0.1,2.5,12.540228
20080105T0100,0.1,2.6,12.571986
20080105T0200,0.1,2.6,12.726741
20080105T0300,0.1,2.6,12.128768
20080105T0400,0.2,2.7,13.742936
20080105T0500,0.2,2.8,14.819219
20080105T0600,0.3,3,17.01687
20080105T0700,0.4,3,17.01687
20080105T0800,0.4,2.9,14.4023905
20080105T0900,0.4,2.9,12.388994
20080105T1000,0.3,2.8,10.6520405
20080105T1100,0.3,2.8,12.837349
20080105T1200,0.3,2.7,14.227656
20080105T1300,0.2,2.6,14.311491
20080105T1400,0.2,2.6,11.923794
20080105T1500,0.2,2.5,10.71989
20080105T1600,0.2,2.4,9.9627075
20080105T1700,0.2,2.4,8.455009
20080105T1800,0.1,2.4,7.6633415
20080105T1900,0.1,2.6,6.4002934
20080105T2000,0.1,2.7,5.812575
20080105T2100,0.1,2.8,5.9481997
20080105T2200,0.1,3,5.660917
20080105T2300,0.1,3.1,6.484697
20080106T0000,0.1,3.1,7.083186
20080106T0100,0.1,3.1,7.108731
20080106T0200,0.1,3.1,6.7315593
20080106T0300,0.1,3.1,5.9298882
20080106T0400,0.1,3.1,5.14425
20080106T0500,0.1,3.2,4.854196
20080106T0600,0.2,3,7.9921503
20080106T0700,0.2,3.3,10.837602
20080106T0800,0.2,3.7,13.506131
20080106T0900,0.3,3.9,15.91156
20080106T1000,0.4,4,18.93663
20080106T1100,0.5,3.6,22.262642
20080106T1200,0.6,3.8,21.436396
20080106T1300,0.6,4.2,19.810465
20080106T1400,0.5,4.2,18.309841
20080106T1500,0.5,4.1,17.22648
20080106T1600,0.5,4.3,17.470959
20080106T1700,0.5,4.5,17.22648
20080106T1800,0.5,4.7,17.943869
20080106T1900,0.5,4.9,18.78865
20080106T2000,0.6,5.2,20.613964
20080106T2100,0.7,5.7,23.05301
20080106T2200,0.7,5.9,22.70123
20080106T2300,0.8,6.3,24.006668
20080107T0000,0.8,6.7,24.206673
20080107T0100,0.8,6.9,23.747047
20080107T0200,0.9,7.1,23.09072
20080107T0300,0.9,7.2,22.407093
20080107T0400,0.9,7.3,22.257755
20080107T0500,0.9,7.8,24.348522
20080107T0600,0.9,8,24.397606
20080107T0700,0.9,8,23.993074
20080107T0800,0.9,7.9,23.240944
20080107T0900,0.8,7.8,23.045147
20080107T1000,0.8,7.4,21.40932
20080107T1100,0.8,7.2,21.067953
20080107T1200,0.7,6.9,19.932692
20080107T1300,0.7,6.4,18.256306
20080107T1400,0.6,5.7,15.350317
20080107T1500,0.5,5.2,12.997314
20080107T1600,0.5,5.1,11.23505
20080107T1700,0.4,5,9.966346
20080107T1800,0.4,5,10.121543
20080107T1900,0.4,4.9,10.150156
20080107T2000,0.4,4.8,10.217788
20080107T2100,0.4,4.7,10.580333
20080107T2200,0.4,4.6,10.624781
20080107T2300,0.4,4.5,11.157344
20080108T0000,0.4,4.5,11.423834
20080108T0100,0.3,4.4,11.092171
20080108T0200,0.3,4.3,10.78395
20080108T0300,0.3,4.3,10.770494
20080108T0400,0.3,4.3,9.977252
20080108T0500,0.3,4.4,10.800744
20080108T0600,0.3,4.6,12.459023
20080108T0700,0.4,4.6,12.224037
20080108T0800,0.4,4.6,12.994526
20080108T0900,0.4,4.7,13.827087
20080108T1000,0.4,4.8,14.965272
20080108T1100,0.4,4.8,15.217492
20080108T1200,0.4,4.6,15.500722
20080108T1300,0.4,4.4,15.160214
20080108T1400,0.4,3.9,13.45773
20080108T1500,0.3,3.6,11.761558
20080108T1600,0.3,3.5,10.983792
20080108T1700,0.3,3.6,11.092171
20080108T1800,0.3,3.5,11.3378315
20080108T1900,0.3,3.5,11.321834
20080108T2000,0.3,3.4,10.77386
20080108T2100,0.3,3.4,9.966346
20080108T2200,0.2,3.4,8.857054
20080108T2300,0.2,3.5,8.450721
20080109T0000,0.2,3.6,8.312317
20080109T0100,0.2,3.6,8.429245
20080109T0200,0.2,3.7,8.429245
20080109T0300,0.2,3.7,8.553055
20080109T0400,0.2,3.5,7.951222
20080109T0500,0.2,3.6,7.250111
20080109T0600,0.2,3.7,8.68345
20080109T0700,0.3,3.9,10.393667
20080109T0800,0.3,4.1,11.810769
20080109T0900,0.3,4.2,12.893702
20080109T1000,0.3,4.3,13.742936
20080109T1100,0.4,4.3,14.339327
20080109T1200,0.4,4.3,14.189385
20080109T1300,0.4,4.2,13.965349
20080109T1400,0.3,3.5,11.590799
20080109T1500,0.3,3.3,8.914171
20080109T1600,0.3,3.4,7.7527
20080109T1700,0.2,3.5,7.510442
20080109T1800,0.2,3.6,7.77138
20080109T1900,0.2,3.6,8.360152
20080109T2000,0.2,3.6,9.02732
20080109T2100,0.2,3.7,8.514824
20080109T2200,0.2,3.8,7.841038
20080109T2300,0.2,3.8,7.850279
20080110T0000,0.2,3.8,7.951222
20080110T0100,0.2,3.8,7.113828
20080110T0200,0.2,3.8,5.7813077
20080110T0300,0.2,3.8,4.9503284
20080110T0400,0.2,3.8,4.074679
20080110T0500,0.2,3.8,3.2311485
20080110T0600,0.2,3.7,5.108894
20080110T0700,0.3,4,8.569991
20080110T0800,0.3,4.3,10.344722
20080110T0900,0.3,4.3,11.801558
20080110T1000,0.3,4.4,12.397771
20080110T1100,0.3,4.3,12.792087
20080110T1200,0.3,4.1,12.769398
20080110T1300,0.3,3.7,11.702849
20080110T1400,0.3,3.3,9.801298
20080110T1500,0.2,3.3,7.154479
20080110T1600,0.2,3.4,6.2164044
20080110T1700,0.2,3.4,4.964953
20080110T1800,0.2,3.5,3.8552506
20080110T1900,0.2,3.5,3.0104449
20080110T2000,0.2,3.5,2.284767
20080110T2100,0.2,3.4,2.6519265
20080110T2200,0.1,3.7,5.711917
20080110T2300,0.1,3.6,7.6538744
20080111T0000,0.1,3.6,8.005746
20080111T0100,0.1,3.3,8.670917
20080111T0200,0.1,3.1,9.404931
20080111T0300,0.1,2.9,10.1358595
20080111T0400,0.2,3,10.393667
20080111T0500,0.2,3.2,11.350615
20080111T0600,0.2,3.2,12.9302025
20080111T0700,0.3,3.1,12.589276
20080111T0800,0.3,2.8,10.253206
20080111T0900,0.2,2.7,6.4002934
20080111T1000,0.2,2.5,4.0479007
20080111T1100,0.2,2.4,6.151923
20080111T1200,0.2,2.6,10.77386
20080111T1300,0.2,2.7,14.50022
20080111T1400,0.3,2.8,16.267548
20080111T1500,0.4,3.1,16.748466
20080111T1600,0.4,3.6,19.45409
20080111T1700,0.5,4.3,19.941782
20080111T1800,0.5,4.6,19.123316
20080111T1900,0.5,4.7,17.251715
20080111T2000,0.5,4.9,15.563737
20080111T2100,0.5,5,14.515215
20080111T2200,0.5,4.9,14.894856
20080111T2300,0.5,4.9,14.721045
20080112T0000,0.4,4.8,14.787383
20080112T0100,0.4,4.7,14.575029
20080112T0200,0.4,4.4,13.91073
20080112T0300,0.4,4.2,13.196604
20080112T0400,0.3,4,10.6520405
20080112T0500,0.3,4,11.810769
20080112T0600,0.3,4,14.001644
20080112T0700,0.4,4.2,15.164993
20080112T0800,0.3,4.2,12.655331
20080112T0900,0.3,4,10.669044
20080112T1000,0.3,3.8,8.189296
20080112T1100,0.3,3.3,6.4002934
20080112T1200,0.2,3.2,4.763737
20080112T1300,0.2,3.2,4.9135766
20080112T1400,0.2,3.2,7.4279337
20080112T1500,0.2,3,9.051382
20080112T1600,0.2,3,9.366305
20080112T1700,0.2,3,9.253384
20080112T1800,0.2,3,9.218059
20080112T1900,0.2,3,9.202314
20080112T2000,0.2,3.1,9.051382
20080112T2100,0.2,3.1,9.346933
20080112T2200,0.1,3.3,9.527474
20080112T2300,0.2,3.3,9.485529
20080113T0000,0.2,3.3,9.874993
20080113T0100,0.2,3.4,8.189296
20080113T0200,0.2,3.5,7.919244
20080113T0300,0.2,3.5,7.047271
20080113T0400,0.2,3.5,4.383274
20080113T0500,0.2,3.5,4.964953
20080113T0600,0.2,3.4,6.4735055
20080113T0700,0.2,3.7,8.620603
20080113T0800,0.3,3.8,13.414563
20080113T0900,0.4,3.7,14.240389
20080113T1000,0.4,3.6,11.565751
20080113T1100,0.3,3.1,6.8648705
20080113T1200,0.2,3,2.6926236
20080113T1300,0.2,3.1,6.8171782
20080113T1400,0.2,3.1,11.9571905
20080113T1500,0.2,3.4,13.1139345
20080113T1600,0.2,3.5,12.283204
20080113T1700,0.2,3.7,12.056822
20080113T1800,0.2,3.9,11.875051
20080113T1900,0.2,3.8,9.966346
20080113T2000,0.2,3.9,8.889737
20080113T2100,0.2,4,7.544153
20080113T2200,0.2,4.2,6.666623
20080113T2300,0.2,4.4,4.3500667
20080114T0000,0.2,4.4,5.030236
20080114T0100,0.2,4.5,5.550986
20080114T0200,0.2,4.5,4.9503284
20080114T0300,0.2,4.5,5.080432
20080114T0400,0.2,4.4,4.383274
20080114T0500,0.2,4.4,4.710168
20080114T0600,0.2,4,7.481425
20080114T0700,0.2,4,8.312317
20080114T0800,0.2,4.2,9.995402
20080114T0900,0.3,4.2,12.70108
20080114T1000,0.3,4.1,14.894856
20080114T1100,0.3,4.2,16.3985
20080114T1200,0.3,4.3,16.200556
20080114T1300,0.4,4.2,15.326683
20080114T1400,0.4,4,13.798219
20080114T1500,0.3,3.9,12.61229
20080114T1600,0.3,4,12.262528
20080114T1700,0.3,4.1,12.658196
20080114T1800,0.3,4.2,13.4873295
20080114T1900,0.3,4.3,14.462673
20080114T2000,0.4,4.6,15.533428
20080114T2100,0.4,4.9,16.862791
20080114T2200,0.5,5.3,19.657995
20080114T2300,0.5,5.6,20.194677
20080115T0000,0.6,5.6,20.034277
20080115T0100,0.6,5.5,19.500618
20080115T0200,0.6,5.6,18.98061
20080115T0300,0.6,5.4,17.968094
20080115T0400,0.6,5.4,16.765774
20080115T0500,0.6,5.5,17.029646
20080115T0600,0.6,5.7,18.54786
20080115T0700,0.7,6.1,20.239504
20080115T0800,0.7,6.2,21.583021
20080115T0900,0.7,6.4,21.616585
20080115T1000,0.7,6.3,21.661818
20080115T1100,0.7,6.2,21.380516
20080115T1200,0.7,6.1,20.095705
20080115T1300,0.6,5.6,17.779474
20080115T1400,0.6,5.3,16.058966
20080115T1500,0.6,5.3,14.809429
20080115T1600,0.5,5.3,15.274559
20080115T1700,0.5,5.4,15.052223
20080115T1800,0.5,5.4,14.47019
20080115T1900,0.5,5.2,13.138791
20080115T2000,0.5,5.2,12.969394
20080115T2100,0.4,5.2,12.658196
20080115T2200,0.4,5,10.121543
20080115T2300,0.4,5,10.597449
20080116T0000,0.4,5.1,12.283204
20080116T0100,0.4,5.2,14.462673
20080116T0200,0.4,5.3,15.778868
20080116T0300,0.4,5.1,14.933748
20080116T0400,0.4,4.9,13.495392
20080116T0500,0.4,4.9,12.792087
20080116T0600,0.4,5.1,13.005679
20080116T0700,0.4,5.4,13.4873295
20080116T0800,0.4,5.5,15.310116
20080116T0900,0.5,5.5,16.440445
20080116T1000,0.5,5.3,15.470289
20080116T1100,0.5,5.4,15.563737
20080116T1200,0.5,5.2,15.250807
20080116T1300,0.4,4.8,12.769398
20080116T1400,0.4,4.8,12.589276
20080116T1500,0.4,4.8,12.412381
20080116T1600,0.4,4.9,12.618037
20080116T1700,0.4,4.9,12.826049
20080116T1800,0.4,4.9,13.248693
20080116T1900,0.4,4.9,12.772236
20080116T2000,0.4,4.8,12.871192
20080116T2100,0.4,4.8,12.792087
20080116T2200,0.4,4.9,13.327807
20080116T2300,0.4,4.9,14.109965
20080117T0000,0.4,4.8,14.21746
20080117T0100,0.4,4.7,13.816596
20080117T0200,0.4,4.7,13.591748
20080117T0300,0.4,4.6,13.072404
20080117T0400,0.4,4.5,12.101838
20080117T0500,0.4,4.7,12.9302025
20080117T0600,0.4,5,14.73089
20080117T0700,0.4,4.9,14.227656
20080117T0800,0.4,4.7,14.33427
20080117T0900,0.4,4.6,13.848045
20080117T1000,0.3,4.3,12.769398
20080117T1100,0.3,4.2,12.101836
20080117T1200,0.3,4,10.730029
20080117T1300,0.3,3.8,8.770681
20080117T1400,0.2,3.8,6.512587
20080117T1500,0.2,3.9,4.854196
20080117T1600,0.2,3.9,3.592408
20080117T1700,0.2,3.9,4.101282
20080117T1800,0.2,3.9,6.3090186
20080117T1900,0.2,3.8,8.140457
20080117T2000,0.2,3.8,8.889737
20080117T2100,0.2,3.8,8.591115
20080117T2200,0.2,3.9,8.077871
20080117T2300,0.2,3.9,8.586895
20080118T0000,0.2,3.8,8.620603
20080118T0100,0.2,3.7,8.591115
20080118T0200,0.2,3.7,8.364487
20080118T0300,0.2,3.6,8.364487
20080118T0400,0.2,3.5,7.7105002
20080118T0500,0.2,3.6,6.98527
20080118T0600,0.2,3.8,8.966881
20080118T0700,0.3,4.2,13.444256
20080118T0800,0.3,4.2,14.933748
20080118T0900,0.4,4.3,15.253186
20080118T1000,0.4,4,13.91073
20080118T1100,0.4,4.1,14.57503
20080118T1200,0.4,4.1,15.272185
20080118T1300,0.3,3.5,13.327807
20080118T1400,0.3,3.3,12.224037
20080118T1500,0.3,3.3,11.9571905
20080118T1600,0.2,3.3,11.565749
20080118T1700,0.2,3.2,11.170333
20080118T1800,0.2,3.2,10.40064
20080118T1900,0.2,3.1,9.756814
20080118T2000,0.2,3.1,8.962837
20080118T2100,0.2,3.1,8.766548
20080118T2200,0.1,3.3,8.455009
20080118T2300,0.1,3.1,8.700133
20080119T0000,0.1,3,8.766548
20080119T0100,0.1,3,8.351475
20080119T0200,0.1,3,7.539346
20080119T0300,0.1,3,6.8648705
20080119T0400,0.1,3,5.7055674
20080119T0500,0.1,3,3.6125338
20080119T0600,0.1,2.8,2.408356
20080119T0700,0.1,2.7,1.637859
20080119T0800,0.2,2.9,2.9740999
20080119T0900,0.2,3.1,8.416333
20080119T1000,0.2,3.2,10.669044
20080119T1100,0.2,3.3,12.571986
20080119T1200,0.2,3.3,13.594417
20080119T1300,0.2,2.8,11.859777
20080119T1400,0.2,2.7,10.320163
20080119T1500,0.2,2.7,9.900657
20080119T1600,0.2,2.7,9.933556
20080119T1700,0.2,2.8,9.727045
20080119T1800,0.2,2.8,9.346933
20080119T1900,0.2,2.9,9.047377
20080119T2000,0.2,2.9,8.514823
20080119T2100,0.2,2.9,8.032868
20080119T2200,0.1,3,8.032868
20080119T2300,0.1,3,7.447428
20080120T0000,0.1,3,7.047271
20080120T0100,0.1,3,6.6883383
20080120T0200,0.1,3,6.573532
20080120T0300,0.1,3,6.795874
20080120T0400,0.1,3,6.8648705
20080120T0500,0.1,2.8,5.544451
20080120T0600,0.1,2.8,6.666623
20080120T0700,0.2,3.1,9.756814
20080120T0800,0.2,3.2,10.904294
20080120T0900,0.2,3.2,11.363382
20080120T1000,0.2,3.2,10.624781
20080120T1100,0.2,3.1,10.556321
20080120T1200,0.2,3.2,11.052883
20080120T1300,0.2,2.9,10.77386
20080120T1400,0.2,2.7,9.697184
20080120T1500,0.2,2.8,9.966346
20080120T1600,0.1,2.8,9.9627075
20080120T1700,0.1,2.8,9.727044
20080120T1800,0.1,2.8,9.296378
20080120T1900,0.1,2.8,8.068892
20080120T2000,0.1,2.8,7.10873
20080120T2100,0.1,2.8,6.092712
20080120T2200,0.1,3,5.9053845
20080120T2300,0.1,3,5.9785943
20080121T0000,0.1,3,5.4521475
20080121T0100,0.1,2.9,5.3650146
20080121T0200,0.1,2.9,5.622363
20080121T0300,0.1,2.9,6.074836
20080121T0400,0.1,2.9,5.660917
20080121T0500,0.1,2.8,4.074679
20080121T0600,0.1,2.8,2.9618862
20080121T0700,0.1,2.8,1.7241204
20080121T0800,0.1,2.4,3.7503903
20080121T0900,0.1,2.4,4.101282
20080121T1000,0.1,2.3,4.341725
20080121T1100,0.1,2.2,5.3650146
20080121T1200,0.1,2.2,6.2628827
20080121T1300,0.1,2.2,7.95578
20080121T1400,0.1,2.2,8.189296
20080121T1500,0.1,2.2,7.5872765
20080121T1600,0.1,2.2,6.9017363
20080121T1700,0.1,2.2,6.151923
20080121T1800,0.1,2.2,5.303853
20080121T1900,0.1,2.2,3.8552506
20080121T2000,0.1,2.2,3.373848
20080121T2100,0.1,2.2,3.8269372
20080121T2200,0,2.3,4.002873
20080121T2300,0,2.3,4.763737
20080122T0000,0,2.3,5.080432
20080122T0100,0,2.3,6.1460276
20080122T0200,0,2.3,6.4002934
20080122T0300,0,2.4,5.030236
20080122T0400,0.1,2.4,2.7722256
20080122T0500,0.1,2.5,2.8622983
20080122T0600,0.1,2.3,5.550986
20080122T0700,0.1,2.7,8.737554
20080122T0800,0.2,2.9,11.427009
20080122T0900,0.2,3,12.551786
20080122T1000,0.3,3.2,12.116806
20080122T1100,0.3,3.3,12.589276
20080122T1200,0.3,3.4,13.204842
20080122T1300,0.3,3.3,12.871192
20080122T1400,0.2,2.9,10.934175
20080122T1500,0.2,2.9,8.999165
20080122T1600,0.2,3,7.4862685
20080122T1700,0.2,3.1,7.1696634
20080122T1800,0.2,3.1,6.383279
20080122T1900,0.2,3.2,6.512587
20080122T2000,0.2,3.2,7.000822
20080122T2100,0.2,3.3,6.9227138
20080122T2200,0.1,3.4,6.337683
20080122T2300,0.1,3.4,5.3650146
20080123T0000,0.1,3.4,6.3090186
20080123T0100,0.1,3.4,5.622363
20080123T0200,0.1,3.2,6.1988854
20080123T0300,0.1,3.2,7.1290984
20080123T0400,0.2,3.1,6.074836
20080123T0500,0.2,3.1,5.391975
20080123T0600,0.2,3.2,5.310684
20080123T0700,0.2,3.4,7.108731
20080123T0800,0.2,3.6,8.100279
20080123T0900,0.2,3.6,8.294854
20080123T1000,0.2,3.4,6.990457
20080123T1100,0.2,3.7,8.294854
20080123T1200,0.2,3.8,9.111259
20080123T1300,0.2,4,9.801298
20080123T1400,0.2,3.8,6.8118587
20080123T1500,0.2,3.9,6.7530656
20080123T1600,0.2,3.9,6.151923
20080123T1700,0.2,3.9,5.9785943
20080123T1800,0.2,4,6.2802234
20080123T1900,0.2,4,4.7940803
20080123T2000,0.2,4,4.7940803
20080123T2100,0.2,4,5.550986
20080123T2200,0.2,3.9,7.466874
20080123T2300,0.2,3.8,8.005746
20080124T0000,0.2,3.7,7.5872765
20080124T0100,0.2,3.7,5.9053845
20080124T0200,0.2,3.7,4.110111
20080124T0300,0.2,3.7,2.6519265
20080124T0400,0.2,3.7,0.26926237
20080124T0500,0.1,3.7,1.204178
20080124T0600,0.1,3.7,3.975611
20080124T0700,0.1,3.5,5.6800957
20080124T0800,0.2,3.4,8.455009
20080124T0900,0.2,3.6,11.829171
20080124T1000,0.2,3.7,13.713889
20080124T1100,0.3,3.9,16.378592
