# Daily average weather data retrieved from meteoblue
# https://www.meteoblue.com/en/historyplus
#
date,wave,period,wind
20031225T0000,0.2,3,11.043041
20031225T0100,0.2,3.1,11.62827
20031225T0200,0.2,3.3,11.62827
20031225T0300,0.3,3.4,11.996537
20031225T0400,0.3,3.6,12.008618
20031225T0500,0.3,4.1,13.962753
20031225T0600,0.4,4.7,17.241205
20031225T0700,0.5,4.8,18.798294
20031225T0800,0.6,4.8,20.144352
20031225T0900,0.6,4.7,20.144352
20031225T1000,0.7,4.8,20.948889
20031225T1100,0.7,4.8,21.16409
20031225T1200,0.7,5.2,21.16409
20031225T1300,0.6,5.2,19.979921
20031225T1400,0.6,4.7,17.935785
20031225T1500,0.5,4.6,16.43383
20031225T1600,0.5,4.6,15.83849
20031225T1700,0.5,4.8,15.778866
20031225T1800,0.5,4.8,15.6867
20031225T1900,0.5,4.9,15.052223
20031225T2000,0.5,4.9,14.661824
20031225T2100,0.4,4.9,14.109965
20031225T2200,0.4,4.9,12.947013
20031225T2300,0.4,4.9,12.969394
20031226T0000,0.4,4.9,12.658196
20031226T0100,0.4,4.9,11.801558
20031226T0200,0.4,4.9,10.487414
20031226T0300,0.4,4.9,9.051381
20031226T0400,0.3,4.9,6.8648705
20031226T0500,0.3,4.7,4.7713413
20031226T0600,0.3,4.8,8.005746
20031226T0700,0.3,4.9,8.918237
20031226T0800,0.3,4.9,9.366305
20031226T0900,0.3,4.9,9.284672
20031226T1000,0.3,4.3,6.2859936
20031226T1100,0.3,4.4,7.766714
20031226T1200,0.3,4.4,9.158879
20031226T1300,0.3,4.3,10.358729
20031226T1400,0.3,4.1,12.191373
20031226T1500,0.3,4,13.594417
20031226T1600,0.2,3.9,13.473884
20031226T1700,0.3,3.9,12.571986
20031226T1800,0.3,3.8,11.823041
20031226T1900,0.2,3.7,12.209201
20031226T2000,0.2,3.7,12.191373
20031226T2100,0.2,3.6,11.325036
20031226T2200,0.2,3.5,10.006276
20031226T2300,0.2,3.5,9.202314
20031227T0000,0.2,3.4,8.259818
20031227T0100,0.2,3.4,8.100278
20031227T0200,0.2,3.3,8.502041
20031227T0300,0.2,3.3,8.351475
20031227T0400,0.2,3.2,7.314823
20031227T0500,0.2,3.2,8.189296
20031227T0600,0.2,3.3,9.712126
20031227T0700,0.3,3.3,10.621368
20031227T0800,0.3,3.3,10.904294
20031227T0900,0.3,3.2,10.624781
20031227T1000,0.2,3,10.053263
20031227T1100,0.2,2.9,9.366305
20031227T1200,0.2,2.8,8.068892
20031227T1300,0.2,2.7,6.512587
20031227T1400,0.1,2.7,2.8111815
20031227T1500,0.1,2.7,2.3005786
20031227T1600,0.1,2.7,4.002873
20031227T1700,0.1,2.7,5.3311224
20031227T1800,0.1,2.7,5.418801
20031227T1900,0.1,2.7,5.1793647
20031227T2000,0.1,2.7,5.228129
20031227T2100,0.1,2.7,5.762466
20031227T2200,0,3.1,6.1401267
20031227T2300,0,3,6.8648705
20031228T0000,0,3,7.154479
20031228T0100,0,2.9,7.77138
20031228T0200,0.1,2.3,8.100279
20031228T0300,0.1,2.5,9.202314
20031228T0400,0.2,2.9,12.292055
20031228T0500,0.3,3,15.535761
20031228T0600,0.3,3.1,17.285301
20031228T0700,0.4,3,17.699778
20031228T0800,0.4,3.1,17.1759
20031228T0900,0.4,3.2,15.196038
20031228T1000,0.3,3.1,12.924594
20031228T1100,0.3,2.8,8.885658
20031228T1200,0.2,2.6,5.680095
20031228T1300,0.1,2.5,4.110111
20031228T1400,0.1,2.4,3.541593
20031228T1500,0.1,2.3,4.854196
20031228T1600,0.1,2.3,5.7813077
20031228T1700,0.1,2.2,6.512587
20031228T1800,0.1,2.2,6.98527
20031228T1900,0.1,2,7.827156
20031228T2000,0.1,2.1,9.158879
20031228T2100,0.1,2.1,9.622128
20031228T2200,0.1,2,9.02732
20031228T2300,0.1,2.1,7.8825383
20031229T0000,0.1,2.2,7.314823
20031229T0100,0.1,2.2,7.2250676
20031229T0200,0.1,2.2,7.047271
20031229T0300,0,2.2,6.7315593
20031229T0400,0.1,2,5.2281294
20031229T0500,0.1,2,4.110111
20031229T0600,0.1,2.1,6.507019
20031229T0700,0.1,2.3,8.8815775
20031229T0800,0.1,2.2,8.077871
20031229T0900,0.1,2.1,4.4407887
20031229T1000,0.1,2.1,1.8062669
20031229T1100,0.1,1.9,4.5774603
20031229T1200,0.1,2.2,6.9017363
20031229T1300,0.1,2.3,9.404931
20031229T1400,0.1,2.3,11.199502
20031229T1500,0.1,2.3,10.235512
20031229T1600,0.1,2.1,9.051381
20031229T1700,0.1,2.1,8.700133
20031229T1800,0.1,2.1,8.857054
20031229T1900,0.1,2.1,9.878663
20031229T2000,0.1,2.2,10.060472
20031229T2100,0.1,2.2,9.610818
20031229T2200,0.1,2.3,8.720942
20031229T2300,0.1,2.4,8.557291
20031230T0000,0.1,2.4,7.841038
20031230T0100,0.1,2.5,6.8118587
20031230T0200,0.1,2.5,5.3650146
20031230T0300,0.1,2.5,3.0104449
20031230T0400,0.1,2.6,0.8077871
20031230T0500,0.1,2.6,0.26926237
20031230T0600,0.1,2.7,2.1708624
20031230T0700,0.1,2.8,6.6883383
20031230T0800,0.2,3.1,10.178688
20031230T0900,0.2,3.4,13.742936
20031230T1000,0.3,3.5,17.251715
20031230T1100,0.4,3.6,17.553757
20031230T1200,0.4,3.8,16.811117
20031230T1300,0.4,3.7,15.3857
20031230T1400,0.3,3.4,13.303305
20031230T1500,0.3,3.3,12.447379
20031230T1600,0.3,3.3,10.867664
20031230T1700,0.3,3.4,9.900656
20031230T1800,0.2,3.5,8.966881
20031230T1900,0.2,3.6,8.670917
20031230T2000,0.2,3.9,8.737554
20031230T2100,0.3,4,8.962837
20031230T2200,0.3,4.2,9.933556
20031230T2300,0.3,4.2,10.987092
20031231T0000,0.3,4.2,11.06927
20031231T0100,0.3,4.3,10.473578
20031231T0200,0.3,4.3,9.712126
20031231T0300,0.3,4.4,9.146997
20031231T0400,0.3,4.4,8.412025
20031231T0500,0.3,4.4,8.586895
20031231T0600,0.3,4.7,12.792087
20031231T0700,0.3,5.1,15.025709
20031231T0800,0.4,5.4,16.965664
20031231T0900,0.5,5.5,18.68805
20031231T1000,0.5,5.7,19.979921
20031231T1100,0.6,5.5,20.471024
20031231T1200,0.6,5.3,19.950869
20031231T1300,0.6,5,18.674465
20031231T1400,0.5,4.3,15.776567
20031231T1500,0.4,4.1,13.259633
20031231T1600,0.4,4.2,12.330335
20031231T1700,0.4,4.2,11.276918
20031231T1800,0.3,4.2,9.640946
20031231T1900,0.3,4.3,8.206983
20031231T2000,0.3,4.4,7.808608
20031231T2100,0.3,4.4,7.9966836
20031231T2200,0.3,4.5,7.808608
20031231T2300,0.3,4.5,8.758273
20040101T0000,0.3,4.5,9.550277
20040101T0100,0.3,4.4,9.5881605
20040101T0200,0.3,4.3,9.26513
20040101T0300,0.2,4.3,8.591115
20040101T0400,0.2,4.2,7.3936915
20040101T0500,0.2,4.2,6.35482
20040101T0600,0.2,4.1,8.514823
20040101T0700,0.2,4.1,8.832462
20040101T0800,0.2,4.2,9.929906
20040101T0900,0.2,4.4,11.449193
20040101T1000,0.3,4.4,12.571987
20040101T1100,0.3,4.3,13.171857
20040101T1200,0.3,4.1,13.463119
20040101T1300,0.3,3.8,12.397771
20040101T1400,0.2,3.4,10.679232
20040101T1500,0.2,3.4,8.889737
20040101T1600,0.2,3.4,7.4862685
20040101T1700,0.2,3.5,6.5181518
20040101T1800,0.2,3.5,5.2281294
20040101T1900,0.2,3.6,3.975611
20040101T2000,0.1,3.6,2.7060533
20040101T2100,0.1,3.5,2.6926236
20040101T2200,0.1,3.8,3.4059293
20040101T2300,0.1,3.7,4.6090293
20040102T0000,0.1,3.7,6.193034
20040102T0100,0.1,3.6,6.8118587
20040102T0200,0.1,3.6,6.6883383
20040102T0300,0.1,3.5,6.383279
20040102T0400,0.1,3.4,4.9135766
20040102T0500,0.1,3.4,2.4382744
20040102T0600,0.1,3.3,1.9039725
20040102T0700,0.1,3.3,2.1708624
20040102T0800,0.1,2.9,2.8622983
20040102T0900,0.1,2.7,4.002873
20040102T1000,0.1,2.5,5.344705
20040102T1100,0.1,2.6,6.880694
20040102T1200,0.1,2.4,7.7527
20040102T1300,0.1,2.5,8.557291
20040102T1400,0.1,2.3,8.654179
20040102T1500,0.1,2.3,8.347133
20040102T1600,0.1,2.3,7.9739857
20040102T1700,0.1,2.3,8.202564
20040102T1800,0.1,2.3,8.294854
20040102T1900,0.1,2.3,8.586895
20040102T2000,0.1,2.3,8.918237
20040102T2100,0.1,2.3,8.857054
20040102T2200,0,2.6,8.950695
20040102T2300,0,2.6,8.616396
20040103T0000,0,2.6,8.557291
20040103T0100,0,2.6,7.850279
20040103T0200,0,2.5,8.364487
20040103T0300,0.1,2.2,8.758273
20040103T0400,0.1,2.2,8.889737
20040103T0500,0.1,2.5,9.420336
20040103T0600,0.1,2.6,10.487414
20040103T0700,0.2,2.8,12.450292
20040103T0800,0.3,2.8,13.993873
20040103T0900,0.3,2.7,13.735021
20040103T1000,0.2,2.8,11.199501
20040103T1100,0.2,2.7,9.485529
20040103T1200,0.2,2.5,7.558554
20040103T1300,0.1,2.4,6.462297
20040103T1400,0.1,2.4,2.9000442
20040103T1500,0.1,2.3,3.662364
20040103T1600,0.1,2.3,5.9785953
20040103T1700,0.1,2.2,7.184816
20040103T1800,0.1,2.2,7.6633415
20040103T1900,0.1,2.2,7.951222
20040103T2000,0.1,2,8.455009
20040103T2100,0.1,2,8.766548
20040103T2200,0.1,2,8.832462
20040103T2300,0.1,2,9.154921
20040104T0000,0.1,2,10.006276
20040104T0100,0.1,2,9.900657
20040104T0200,0.1,2,9.652221
20040104T0300,0.1,2.1,9.633424
20040104T0400,0.1,2.3,9.633424
20040104T0500,0.2,2.7,13.401045
20040104T0600,0.3,2.9,16.791697
20040104T0700,0.4,2.9,17.40235
20040104T0800,0.4,2.9,15.626501
20040104T0900,0.3,2.9,12.620911
20040104T1000,0.3,2.8,9.158879
20040104T1100,0.2,2.6,5.550986
20040104T1200,0.2,2.4,4.002873
20040104T1300,0.1,2.4,2.745948
20040104T1400,0.1,2.3,1.7241204
20040104T1500,0.1,2.2,3.541593
20040104T1600,0.1,2.2,5.080432
20040104T1700,0.1,2.1,5.9053845
20040104T1800,0.1,2.1,6.7315593
20040104T1900,0.1,2.1,7.021504
20040104T2000,0.1,2,7.108731
20040104T2100,0,2,7.0678167
20040104T2200,0,1.9,6.8648705
20040104T2300,0,2,6.2164044
20040105T0000,0,2,6.1988854
20040105T0100,0,2,6.2164044
20040105T0200,0,2,6.5181518
20040105T0300,0,2,6.8648705
20040105T0400,0.1,1.8,6.422909
20040105T0500,0.1,1.9,6.7530656
20040105T0600,0.1,2,6.9227138
20040105T0700,0.1,2,7.000821
20040105T0800,0.1,2,6.7315593
20040105T0900,0.1,2,5.602987
20040105T1000,0.1,1.9,4.4570856
20040105T1100,0.1,1.9,4.341725
20040105T1200,0.1,2,4.964953
20040105T1300,0.1,2,6.8648705
20040105T1400,0.1,2,7.95578
20040105T1500,0.1,2,8.095801
20040105T1600,0.1,2,7.9238205
20040105T1700,0.1,2,7.850279
20040105T1800,0.1,2,7.766714
20040105T1900,0.1,2,7.827156
20040105T2000,0.1,2,7.827156
20040105T2100,0.1,2,7.77138
20040105T2200,0.1,2,7.083186
20040105T2300,0.1,2.1,7.021503
20040106T0000,0.1,2.1,7.275069
20040106T0100,0.1,2.2,7.1290984
20040106T0200,0.1,2.2,7.510442
20040106T0300,0,2.3,8.068892
20040106T0400,0.1,2.2,8.294854
20040106T0500,0.1,2.4,9.519862
20040106T0600,0.1,2.6,10.934175
20040106T0700,0.2,2.7,12.70108
20040106T0800,0.2,2.7,13.6503
20040106T0900,0.2,2.6,11.887256
20040106T1000,0.2,2.5,9.218059
20040106T1100,0.1,2.4,7.558554
20040106T1200,0.1,2.3,5.4121065
20040106T1300,0.1,2.3,3.592408
20040106T1400,0.1,2.3,2.4233613
20040106T1500,0.1,2.3,5.172361
20040106T1600,0.1,2.1,6.8648705
20040106T1700,0.1,2.1,8.206983
20040106T1800,0.1,2.2,9.1112585
20040106T1900,0.1,2.3,9.900657
20040106T2000,0.1,2.4,10.71989
20040106T2100,0.1,2.3,10.78395
20040106T2200,0.1,2.3,10.263806
20040106T2300,0.1,2.2,9.366305
20040107T0000,0.1,2.2,8.364487
20040107T0100,0.1,2.2,9.331408
20040107T0200,0.1,2.3,10.178688
20040107T0300,0.1,2.4,11.205974
20040107T0400,0.2,2.6,12.845818
20040107T0500,0.3,2.8,16.21174
20040107T0600,0.4,3,19.990805
20040107T0700,0.5,3.1,21.50056
20040107T0800,0.5,3.1,21.79861
20040107T0900,0.6,3.1,21.562855
20040107T1000,0.5,3.2,19.500618
20040107T1100,0.5,3,19.500618
20040107T1200,0.5,2.8,19.073965
20040107T1300,0.4,2.9,18.909811
20040107T1400,0.3,3,15.310116
20040107T1500,0.2,2.8,14.209809
20040107T1600,0.2,2.7,14.227656
20040107T1700,0.2,2.6,13.993873
20040107T1800,0.1,2.5,13.993873
20040107T1900,0.1,2.6,15.0642605
20040107T2000,0.2,2.7,16.256403
20040107T2100,0.2,2.7,17.10611
20040107T2200,0.2,2.8,18.569345
20040107T2300,0.3,2.9,18.911728
20040108T0000,0.3,3,18.3039
20040108T0100,0.3,3.1,17.716154
20040108T0200,0.3,3.1,17.60737
20040108T0300,0.3,3.1,17.360638
20040108T0400,0.3,3,16.624634
20040108T0500,0.3,3.1,17.828342
20040108T0600,0.4,3.2,20.259197
20040108T0700,0.5,3.2,21.50056
20040108T0800,0.5,3.1,20.401844
20040108T0900,0.5,3.1,19.521057
20040108T1000,0.5,3.1,17.101871
20040108T1100,0.4,3,16.748466
20040108T1200,0.4,3,16.318722
20040108T1300,0.3,2.9,15.778866
20040108T1400,0.2,2.6,12.116806
20040108T1500,0.2,2.5,9.550277
20040108T1600,0.1,2.5,9.21019
20040108T1700,0.1,2.4,9.519862
20040108T1800,0.1,2.4,9.756814
20040108T1900,0.1,2.3,9.485529
20040108T2000,0.1,2.3,8.950696
20040108T2100,0.1,2.3,9.190489
20040108T2200,0.1,2.4,9.886001
20040108T2300,0.1,2.6,11.276918
20040109T0000,0.1,2.6,12.209201
20040109T0100,0.1,2.6,11.829171
20040109T0200,0.1,2.6,11.581412
20040109T0300,0.1,2.6,11.823041
20040109T0400,0.1,2.7,12.766558
20040109T0500,0.2,3,14.933748
20040109T0600,0.3,3.1,16.774418
20040109T0700,0.4,3.2,16.946424
20040109T0800,0.4,3.2,17.541363
20040109T0900,0.4,3.1,17.116701
20040109T1000,0.4,3.2,14.151012
20040109T1100,0.3,3,10.960665
20040109T1200,0.2,2.8,10.281452
20040109T1300,0.2,2.6,10.178688
20040109T1400,0.2,2.4,5.058981
20040109T1500,0.1,2.4,4.585373
20040109T1600,0.1,2.3,5.445494
20040109T1700,0.1,2.1,7.275069
20040109T1800,0.1,2.4,9.827153
20040109T1900,0.1,2.4,11.581412
20040109T2000,0.1,2.5,12.353832
20040109T2100,0.1,2.4,11.06927
20040109T2200,0.1,2.5,10.987093
20040109T2300,0.1,2.6,10.78395
20040110T0000,0.1,2.5,10.320163
20040110T0100,0.1,2.5,9.708392
20040110T0200,0.1,2.4,9.519862
20040110T0300,0.1,2.5,10.473578
20040110T0400,0.2,2.7,13.245957
20040110T0500,0.2,2.8,16.532797
20040110T0600,0.3,2.9,18.016449
20040110T0700,0.3,2.9,17.3669
20040110T0800,0.3,3,17.66903
20040110T0900,0.3,3,16.530603
20040110T1000,0.3,2.9,15.326683
20040110T1100,0.2,2.7,13.005679
20040110T1200,0.2,2.6,10.723269
20040110T1300,0.2,2.4,9.907977
20040110T1400,0.1,2.4,6.484697
20040110T1500,0.1,2.4,4.074679
20040110T1600,0.1,2.4,5.602987
20040110T1700,0.1,2.4,7.6538744
20040110T1800,0.2,2.6,8.820141
20040110T1900,0.2,2.6,9.272952
20040110T2000,0.2,2.6,9.158879
20040110T2100,0.1,2.6,9.051381
20040110T2200,0.1,2.6,8.11816
20040110T2300,0.1,2.6,8.791324
20040111T0000,0.2,2.7,10.2885
20040111T0100,0.2,2.6,10.393667
20040111T0200,0.1,2.6,9.790195
20040111T0300,0.1,2.6,10.306103
20040111T0400,0.2,2.7,11.875051
20040111T0500,0.2,2.9,13.392927
20040111T0600,0.3,3,14.819219
20040111T0700,0.3,2.9,14.50022
20040111T0800,0.3,2.8,12.70108
20040111T0900,0.3,2.8,10.320163
20040111T1000,0.2,2.7,8.502041
20040111T1100,0.2,2.6,5.960376
20040111T1200,0.2,2.4,4.257412
20040111T1300,0.1,2.4,2.3005786
20040111T1400,0.1,2.3,1.372974
20040111T1500,0.1,2.3,6.193034
20040111T1600,0.1,2.1,8.987072
20040111T1700,0.1,2.2,10.730029
20040111T1800,0.1,2.2,11.562615
20040111T1900,0.1,2.3,11.8597765
20040111T2000,0.1,2.3,12.238855
20040111T2100,0.1,2.3,12.056822
20040111T2200,0.1,2.3,11.350615
20040111T2300,0.1,2.2,10.1358595
20040112T0000,0.1,2.1,9.190489
20040112T0100,0.1,2.1,8.455009
20040112T0200,0.1,2.1,7.95578
20040112T0300,0.1,2.2,7.544153
20040112T0400,0.1,2,6.854301
20040112T0500,0.1,2,6.6883383
20040112T0600,0.1,2,7.10873
20040112T0700,0.1,2.1,7.766714
20040112T0800,0.1,2,8.100278
20040112T0900,0.1,2,7.184816
20040112T1000,0.1,1.9,3.5004106
20040112T1100,0.1,1.9,0.85148233
20040112T1200,0.1,2,3.769673
20040112T1300,0.1,2.2,9.424183
20040112T1400,0.2,2.4,13.237744
20040112T1500,0.2,2.6,14.95558
20040112T1600,0.2,2.7,14.089395
20040112T1700,0.2,2.6,13.414563
20040112T1800,0.2,2.6,12.238855
20040112T1900,0.2,2.5,11.455523
20040112T2000,0.2,2.5,10.730029
20040112T2100,0.1,2.4,10.053263
20040112T2200,0.1,2.4,9.190489
20040112T2300,0.1,2.4,8.922299
20040113T0000,0.1,2.3,8.700133
20040113T0100,0.1,2.3,8.455009
20040113T0200,0.1,2.2,8.569991
20040113T0300,0.1,2.1,9.26513
20040113T0400,0.1,2.4,9.708392
20040113T0500,0.1,2.5,9.886001
20040113T0600,0.2,2.5,10.597449
20040113T0700,0.2,2.6,11.850602
20040113T0800,0.2,2.6,12.353832
20040113T0900,0.2,2.6,11.5028925
20040113T1000,0.2,2.5,9.296378
20040113T1100,0.2,2.4,8.502041
20040113T1200,0.1,2.3,7.6633415
20040113T1300,0.1,2.2,7.481425
20040113T1400,0.1,2.2,6.3090186
20040113T1500,0.1,2.2,7.235095
20040113T1600,0.1,2.1,7.6254034
20040113T1700,0.1,2.1,7.245109
20040113T1800,0.1,2.1,6.8648705
20040113T1900,0.1,2.1,5.080432
20040113T2000,0.1,2.1,5.452147
20040113T2100,0.1,2.1,6.795874
20040113T2200,0.1,1.9,8.202564
20040113T2300,0.1,1.9,8.586895
20040114T0000,0.1,2,8.514823
20040114T0100,0.1,2,7.25011
20040114T0200,0.1,1.9,6.2454944
20040114T0300,0.1,1.9,8.312317
20040114T0400,0.1,2.3,9.051381
20040114T0500,0.1,2.5,9.404931
20040114T0600,0.2,2.7,11.829171
20040114T0700,0.3,2.8,13.559707
20040114T0800,0.3,2.8,13.900302
20040114T0900,0.3,2.9,14.987058
20040114T1000,0.3,2.9,13.798219
20040114T1100,0.3,2.8,9.933556
20040114T1200,0.2,2.6,9.727044
20040114T1300,0.2,2.6,15.58236
20040114T1400,0.2,2.6,16.999819
20040114T1500,0.2,2.7,14.3620615
20040114T1600,0.2,2.7,11.5028925
20040114T1700,0.2,2.6,7.10873
20040114T1800,0.2,2.6,4.2574115
20040114T1900,0.1,2.7,5.418801
20040114T2000,0.1,2.7,5.550986
20040114T2100,0.1,2.7,6.2859936
20040114T2200,0.1,2.9,1.0770495
20040114T2300,0.1,2.9,3.275718
20040115T0000,0.1,3,6.661183
20040115T0100,0.1,3,7.324728
20040115T0200,0.1,3,7.324728
20040115T0300,0.1,3.1,7.558554
20040115T0400,0.1,3.1,4.585373
20040115T0500,0.1,3.1,2.9125178
20040115T0600,0.1,3.2,5.762466
20040115T0700,0.1,3,8.586895
20040115T0800,0.2,3.5,12.068843
20040115T0900,0.3,4,16.37195
20040115T1000,0.4,4,17.41068
20040115T1100,0.4,4.1,16.999819
20040115T1200,0.4,4.2,17.3669
20040115T1300,0.5,4.4,17.343925
20040115T1400,0.4,4,14.819219
20040115T1500,0.4,3.6,11.755392
20040115T1600,0.3,3.6,10.393667
20040115T1700,0.3,3.8,9.622128
20040115T1800,0.3,3.9,9.202314
20040115T1900,0.3,4.1,10.117962
20040115T2000,0.3,4.3,11.088902
20040115T2100,0.3,4.4,11.590799
20040115T2200,0.3,4.3,10.987092
20040115T2300,0.3,4.4,11.581412
20040116T0000,0.3,4.4,11.9024935
20040116T0100,0.4,4.4,11.9024935
20040116T0200,0.4,4.4,12.49389
20040116T0300,0.4,4.4,12.871192
20040116T0400,0.4,4.5,12.447379
20040116T0500,0.4,4.9,12.969394
20040116T0600,0.5,5.4,16.793858
20040116T0700,0.5,5.5,17.352283
20040116T0800,0.5,5.6,17.933762
20040116T0900,0.6,5.6,18.168726
20040116T1000,0.6,5.5,17.582645
20040116T1100,0.5,5.3,17.074291
20040116T1200,0.5,5.1,16.318722
20040116T1300,0.5,4.9,15.350317
20040116T1400,0.4,4.2,14.17149
20040116T1500,0.4,4.2,12.618037
20040116T1600,0.4,4.1,11.739963
20040116T1700,0.3,4.1,10.904295
20040116T1800,0.3,4.1,9.756814
20040116T1900,0.3,4.1,8.6709175
20040116T2000,0.3,4.1,8.189296
20040116T2100,0.3,4.1,7.715201
20040116T2200,0.2,4.2,8.005746
20040116T2300,0.2,4.2,8.766548
20040117T0000,0.2,4.1,8.832462
20040117T0100,0.2,4.1,7.6633415
20040117T0200,0.2,4,6.0208898
20040117T0300,0.2,4,4.002873
20040117T0400,0.2,3.9,3.2423484
20040117T0500,0.2,3.9,3.1401117
20040117T0600,0.2,3.5,3.7503903
20040117T0700,0.2,3.4,3.592408
20040117T0800,0.2,3.3,4.5853724
20040117T0900,0.2,3.2,4.002873
20040117T1000,0.2,3.3,3.1516352
20040117T1100,0.2,3.3,3.769673
20040117T1200,0.2,3.2,5.123066
20040117T1300,0.2,3.1,6.4002934
20040117T1400,0.2,3,8.189296
20040117T1500,0.1,3,8.620603
20040117T1600,0.1,3,9.146997
20040117T1700,0.1,2.9,9.727045
20040117T1800,0.1,2.9,11.101972
20040117T1900,0.1,2.9,10.669044
20040117T2000,0.1,2.8,9.712126
20040117T2100,0.2,2.8,10.867664
20040117T2200,0.2,2.8,8.620603
20040117T2300,0.2,2.8,8.412025
20040118T0000,0.2,2.7,9.210189
20040118T0100,0.2,2.8,9.790195
20040118T0200,0.2,2.8,7.7105002
20040118T0300,0.2,2.8,2.6926236
20040118T0400,0.1,2.8,2.8622983
20040118T0500,0.2,2.7,3.2535095
20040118T0600,0.2,2.7,3.779277
20040118T0700,0.2,2.8,6.6229787
20040118T0800,0.2,2.9,8.889737
20040118T0900,0.2,3,9.933556
20040118T1000,0.2,3.1,11.996537
20040118T1100,0.2,3.2,12.969394
20040118T1200,0.2,3.3,14.291213
20040118T1300,0.3,3.3,15.042588
20040118T1400,0.3,3.3,14.094542
20040118T1500,0.3,3,11.615793
20040118T1600,0.2,2.8,8.832462
20040118T1700,0.2,2.8,7.766714
20040118T1800,0.2,2.9,7.1696634
20040118T1900,0.2,2.9,7.544153
20040118T2000,0.2,3,8.220222
20040118T2100,0.2,3,8.553055
20040118T2200,0.2,3.2,7.113828
20040118T2300,0.2,3.2,7.544153
20040119T0000,0.2,3.2,8.032868
20040119T0100,0.2,3.2,8.206983
20040119T0200,0.2,3.3,8.005746
20040119T0300,0.2,3.3,8.37748
20040119T0400,0.2,3.3,8.032868
20040119T0500,0.2,3.2,7.481425
20040119T0600,0.2,3.5,10.990392
20040119T0700,0.2,3.7,12.528659
20040119T0800,0.3,3.9,14.331742
20040119T0900,0.4,3.9,16.022808
20040119T1000,0.4,3.8,17.70797
20040119T1100,0.5,3.8,19.304441
20040119T1200,0.5,3.7,19.722435
20040119T1300,0.6,3.9,19.790325
20040119T1400,0.5,4.1,18.596655
20040119T1500,0.4,3.8,16.21174
20040119T1600,0.4,3.8,14.8705
20040119T1700,0.4,3.9,14.500222
20040119T1800,0.4,4,14.500222
20040119T1900,0.4,4.2,14.8705
20040119T2000,0.4,4.4,15.984301
20040119T2100,0.5,4.7,17.404432
20040119T2200,0.5,4.9,17.12517
20040119T2300,0.5,5.1,17.664925
20040120T0000,0.5,5.2,18.04259
20040120T0100,0.6,5.3,18.208588
20040120T0200,0.6,5.3,17.96204
20040120T0300,0.6,5.3,17.031776
20040120T0400,0.6,5.4,16.589708
20040120T0500,0.6,6,20.095705
20040120T0600,0.7,6.5,22.672466
20040120T0700,0.7,6.6,23.26433
20040120T0800,0.8,6.5,23.856707
20040120T0900,0.8,6.5,24.396122
20040120T1000,0.8,6.4,23.101707
20040120T1100,0.8,6.4,23.456757
20040120T1200,0.8,6.4,23.63688
20040120T1300,0.8,6.3,23.076584
20040120T1400,0.7,6,21.20345
20040120T1500,0.7,5.7,19.602598
20040120T1600,0.6,5.5,17.879103
20040120T1700,0.6,5.3,17.341833
20040120T1800,0.5,5.2,16.43383
20040120T1900,0.5,5.2,15.533428
20040120T2000,0.5,5.1,14.73089
20040120T2100,0.5,5.1,14.462673
20040120T2200,0.5,5,13.97054
20040120T2300,0.4,5,13.368544
20040121T0000,0.4,5,12.766558
20040121T0100,0.4,4.9,11.926834
20040121T0200,0.4,4.8,11.199502
20040121T0300,0.4,4.8,10.723269
20040121T0400,0.4,4.7,9.995402
20040121T0500,0.4,4.9,11.926834
20040121T0600,0.4,5.2,14.339327
20040121T0700,0.4,5.2,14.11767
20040121T0800,0.4,5.3,14.649458
20040121T0900,0.4,5.3,16.058966
20040121T1000,0.4,5.5,17.559952
20040121T1100,0.5,5.4,18.04259
20040121T1200,0.5,5.2,17.582645
20040121T1300,0.4,4.9,16.574406
20040121T1400,0.4,4.3,14.855867
20040121T1500,0.4,3.8,11.804628
20040121T1600,0.3,3.7,8.950696
20040121T1700,0.3,3.8,7.827156
20040121T1800,0.3,3.9,7.6538744
20040121T1900,0.2,3.9,8.005746
20040121T2000,0.2,3.9,8.206983
20040121T2100,0.2,3.9,8.294854
20040121T2200,0.2,4.1,6.3090186
20040121T2300,0.2,4,6.092712
20040122T0000,0.2,4,6.666623
20040122T0100,0.2,4,7.0678167
20040122T0200,0.2,3.9,6.507019
20040122T0300,0.2,3.9,5.4121065
20040122T0400,0.2,3.8,3.275718
20040122T0500,0.2,3.8,2.1708624
20040122T0600,0.2,3.4,3.4059293
20040122T0700,0.2,3.4,2.7060533
20040122T0800,0.2,3.9,2.6926236
20040122T0900,0.2,4,2.9618862
20040122T1000,0.2,4.1,4.816712
20040122T1100,0.2,4,6.7530656
20040122T1200,0.2,4.2,9.516054
20040122T1300,0.2,4.2,10.559754
20040122T1400,0.2,3.9,10.580333
20040122T1500,0.2,3.8,10.6520405
20040122T1600,0.2,3.7,9.73077
20040122T1700,0.2,3.6,8.557291
20040122T1800,0.2,3.7,7.184816
20040122T1900,0.2,3.7,6.2454944
20040122T2000,0.1,3.7,4.5774603
20040122T2100,0.1,3.7,2.9000442
20040122T2200,0.1,4,1.523178
20040122T2300,0.1,3.9,2.154099
20040123T0000,0.1,3.9,4.0389357
20040123T0100,0.1,3.8,4.6090293
20040123T0200,0.1,3.7,6.65029
20040123T0300,0.1,3.7,7.4862685
20040123T0400,0.1,3,8.005746
20040123T0500,0.1,2.9,7.047271
